tocr_id,tocr_name,articles,current,suggested,from_cdosgame,from_famitsu,sources,source_ids,unknown,risk,shared_with
cmtpnp2js04rb04l6jmgnu3ej,時光的羈絆,2,,WIN,WIN,,cdg-4855,cdg-4855,,來源同時給了別筆(1),EVER17
cmsvn61oz000f04l8ndgy9cie,時空大盜,1,DOS,DOS,DOS,,cdg-4710,cdg-4710,,,
cmtplasl509ng04jvmuvvut8b,時空戀人,1,WIN,WIN,WIN,,cdg-5148,cdg-5148,,,
cmsu91jhx000v04l5n3ibf19f,時空戰士,5,,DOS,DOS,,cdg-2447,cdg-2447,,靠別名對上,
cmtpko62u03n804jvkizqcdjv,時空特勤組,1,DOS,DOS,DOS,,cdg-3900,cdg-3900,,,
cmsreh04s002q04iev042zo0s,時空英豪,1,WIN,WIN,WIN,,cdg-2449,cdg-2449,,,
cmtpn1wcz00ay04l6dhythpym,時空魔域,2,WIN,WIN,WIN,,cdg-2450,cdg-2450,,,
cmtzt5zjt00cu0agmptvkbhe6,時與永遠,2,,PS3,,PS3,VOL.380 VOL.398 VOL.407,索引:時與永遠,,,
cmtplpi490d8904jvjg57kre5,時間之輪,1,WIN,WIN,WIN,,cdg-5110,cdg-5110,,,
cmtpkfbzj027l04jvahod0bz5,智聖鮮師,1,DOS,DOS,DOS,,cdg-3932,cdg-3932,,,
cmtpki0ic02y504jvnobrxpsd,暗棋侏羅紀,1,,DOS,DOS,,cdg-2459,cdg-2459,,靠別名對上,
cmtpki0d302wn04jvsb44ylf5,暗棋聖手,2,DOS,DOS,DOS,,cdg-2461,cdg-2461,,,
cmt9rt6ej000j04jsmqtrsa2i,暗黑傳說,4,DOS,DOS,DOS,,cdg-4605,cdg-4605,,,
cmss8fsb4008904jsavn1mi45,暗黑秘石,2,WIN,WIN,WIN,,cdg-2468,cdg-2468,,,
cmtxe423i00230agm4yhp6not,暮蟬鳴泣時之羈絆 第一卷・崇,1,,NDS,,NDS,VOL.193,索引:暮蟬鳴泣時之羈絆第一卷崇,,,
cmtpn6pms01ae04l6avvp8t45,最初幻想,1,WIN,WIN,WIN,,cdg-5141,cdg-5141,,,
cmtzt61ap00dp0agmp6sf9gf2,最後一戰4,1,,X360,,X360,VOL.385 VOL.407 VOL.412,索引:最後一戰4,,,
cmsvoibop000y04jpydj4d3sx,最後挑戰,1,DOS,DOS,DOS,,cdg-4699,cdg-4699,,,
cmta8xkxa002d04l6gbpqyj37,最後武力,2,DOS,DOS,DOS,,cdg-2476,cdg-2476,,,
cmsvo5yn3001v04l8la7wh8ku,最後的忍者,1,DOS,DOS,DOS,,cdg-3939,cdg-3939,,,
cmtzt4nad002w0agmo3lq1i8e,最後約定的故事,3,,PSP,,PSP,VOL.317 VOL.321 VOL.326 VOL.327 VOL.334 VOL.336 VOL.337,索引:最後約定的故事,,,
cmsvn61zp002y04l8dl9a46zo,未來之魔法,4,DOS,DOS,DOS,,cdg-3993,cdg-3993,,,
cmsxqa2yx000504l4hurxyvnq,未來戰爭,2,,DOS,DOS,,cdg-4240,cdg-4240,,靠別名對上,
cmu097u8n00320agmyajyuqle,未來日記 第13個日記主人 RE:WRITE,1,,PSP,,PSP,VOL.369,索引:未來日記第13個日記主人rewrite,,,
cmtzt61xu00e00agmzrctk7tb,末世騎士II,1,,PS3、X360,,PS3、X360,VOL.398,索引:末世騎士ii,,,
cmtpkerd6023t04jv360nf2cp,末日寶典,1,DOS,DOS,DOS,,cdg-3070,cdg-3070,,,
cmtpl3ltb07o504jv49p6l0x0,杏林也瘋狂,2,DOS、WIN,DOS、WIN,DOS、WIN,,cdg-3078,cdg-3078,,,
cmtxe41wb000w0agm0frdjv1y,東京魔人學園劍風帖,1,,NDS,,NDS,VOL.193,索引:東京魔人學園劍風帖,,,
cmtztlr0y007604l5ctugy3z3,東大將棋 名人戰道場DS,1,,NDS,,NDS,VOL.330,索引:東大將棋名人戰道場ds,,,
cmtplnxkd0cvb04jvk3nsc7bb,東方幻想戰記,2,WIN,WIN,WIN,,cdg-3083,cdg-3083,,,
cmu097of900050agmlv22vws9,柏青哥天堂3D 大海物語2 ～柏青哥風雲錄・花 希望與背叛的校園生活,1,,3DS,,3DS,VOL.378,索引:柏青哥天堂3d大海物語2柏青哥風雲錄花希望與背叛的校園生活,,,
cmtzt660i00g60agm8pf9glbc,柏青哥天堂3D 豪華海物語 ～職業柏青哥風雲錄・花 孤島上的賭徒們～,2,,3DS,,3DS,VOL.414 VOL.420,索引:柏青哥天堂3d豪華海物語職業柏青哥風雲錄花孤島上的賭徒們,,,
cmtpnwf1u06hh04l6exr2d8lt,校園戀愛大戰,2,WIN,WIN,WIN,,cdg-3089,cdg-3089,,,
cmsx2w9cr005y04ldhwnw8tjh,核戰狂人夢,3,,DOS,DOS,,cdg-3860,cdg-3860,,來源同時給了別筆(1),Nuclear War
cmtpl4d4l07x804jvdciznu4r,格殺令,1,DOS,DOS,DOS,,cdg-3858,cdg-3858,,,
cmtpkol7v03ti04jv9r4gmc6a,格鬥悍將,2,DOS,DOS,DOS,,cdg-3093,cdg-3093,,,
cmtpkecco01z804jvormaux2s,格鬥拳王,2,DOS,DOS,DOS,,cdg-3094,cdg-3094,,,
cmtzt4u1v006k0agmqxbvx25t,桃太郎電鐵 世界篇,1,,NDS,,NDS,VOL.324,索引:桃太郎電鐵世界篇,,,
cmsybv6po00cx04l2z60px9xv,梅杜莎指環,4,,DOS,DOS,,cdg-4006,cdg-4006,,來源同時給了別筆(1),Rings of Medusa
cmsybi8eg001404l24x5ejp2t,楚漢之爭,4,DOS,DOS,DOS,,cdg-3106,cdg-3106,,,
cmt9n4wl7005o04jm805h4fgq,楚漢之爭2,2,,DOS,DOS,,cdg-3107,cdg-3107,,靠別名對上、來源同時給了別筆(1),楚漢之爭2—赤龍反撲
cmt9n7myw009w04jm14hy9zco,楚漢之爭2—赤龍反撲,2,,DOS,DOS,,cdg-3107,cdg-3107,,來源同時給了別筆(1),楚漢之爭2
cmtpknfin03ht04jvk9p65h7s,楚留香傳奇,3,,DOS,DOS,,cdg-3108,cdg-3108,,靠別名對上,
cmtplycww0f6004jvmxj2kc7a,楚留香新傳,5,WIN,WIN,WIN,,cdg-3109,cdg-3109,,,
cmsybel4u003e04jvf1hpzlce,極光勇士,3,,DOS,DOS,,cdg-4744,cdg-4744,,來源同時給了別筆(1),STARBLADE
cmtxe43fj00490agmkzimsjny,極度黑暗,1,,PS3,,PS3,VOL.184,索引:極度黑暗,,,
cmtztlmmu004o04l5c9u73781,極速快感：職業街頭,1,,PS2、WII,,PS2、WII,VOL.181,索引:極速快感職業街頭,,,
cmtxyrbpm00wd04kw38ftjb9z,極速賽車,2,DOS,DOS,DOS,,cdg-2189,cdg-2189,,,
cmtpkdgp201so04jvzw2gsnr3,極道梟雄,5,,DOS,DOS,,cdg-4241,cdg-4241,,來源同時給了別筆(1),SYNDICATE / 極道梟雄資料片—美洲風暴
cmtpkfr8k02bc04jvdzr4mpwb,極道梟雄資料片—美洲風暴,1,,DOS,DOS,,cdg-4241,cdg-4241,,靠別名對上、來源同時給了別筆(1),SYNDICATE / 極道梟雄
cmtzt4zt3009f0agmuwd4285r,極限混亂,3,,PS3、X360,,PS3、X360,VOL.328 VOL.339 VOL.380 VOL.385,索引:極限混亂,,,
cmsybokci008504l2ehksh3eg,槍林彈雨,2,DOS,DOS,DOS,,cdg-3158,cdg-3158,,,
cmtpkk60e032204jv6591bn5n,槍神,2,DOS,DOS,DOS,,cdg-3160,cdg-3160,,,
cmtxe41z0001e0agmcx19og3v,樂園密碼,1,,NDS,,NDS,VOL.193,索引:樂園密碼,,,
cmtplnxnp0cw804jvxxcllvra,樂高鐵路大亨,1,WIN,WIN,WIN,,cdg-3165,cdg-3165,,,
cmtpkgvfy02jl04jv6cks6gjg,模擬動物園,2,DOS,DOS,DOS,,cdg-3173,cdg-3173,,,
cmt9n7ncw00de04jmj53s8fxn,模擬台北,1,DOS,DOS,DOS,,cdg-3174,cdg-3174,,,
cmtb4t99t001d04l7q2852eva,模擬地球,1,DOS,DOS,DOS,,cdg-4242,cdg-4242,,,
cmsvpx56x000504ldpysay0t8,模擬城市,7,,DOS,DOS,,cdg-3175,cdg-3175,,來源同時給了別筆(1),SIM CITY / SimCity
cmtpkd3s701no04jv7n6a7ytu,模擬城市2000,1,DOS,DOS,DOS,,cdg-3176,cdg-3176,,,
cmtpl6v4o08kc04jvfihuvke0,模擬城市3000,3,WIN,WIN,WIN,,cdg-3177,cdg-3177,,,
cmtpkol6j03t304jvdypqahcb,模擬大樓,1,,WIN,WIN,,cdg-3181,cdg-3181,,來源同時給了別筆(1),摩天大樓
cmtpker76022004jvi8xiheo2,模擬師父,2,DOS,DOS,DOS,,cdg-4774,cdg-4774,,,
cmtpksrio04xj04jv4kbtogdg,模擬總統大選,1,DOS,DOS,DOS,,cdg-3195,cdg-3195,,,
cmtxe41vu000t0agmd397crjq,模擬職棒,2,,NDS、IOS,,NDS、IOS,VOL.193 VOL.438,索引:模擬職棒,,,
cmtb4t94h000e04l75k78p6ve,模擬螞蟻,2,DOS,DOS,DOS,,cdg-3196,cdg-3196,,,
cmtzt4l2f001s0agmvqmfe8pc,模擬足球DS 世界挑戰賽2010,1,,NDS,,NDS,VOL.284,索引:模擬足球ds世界挑戰賽2010,,,
cmtpkdzbe01vp04jvdgca3i0w,模擬農場,1,DOS,DOS,DOS,,cdg-3197,cdg-3197,,,
cmtple5ci0aci04jvkjzn1b6e,模擬首都,2,DOS,DOS,DOS,,cdg-3210,cdg-3210,,,
cmta8mf53002p04jrehcuvod4,橋牌高手,3,,DOS,DOS,,cdg-4629,cdg-4629,,來源同時給了別筆(1),Bridge Master
cmt9n2of6002804jmjj9kir5c,橋藝大師,2,DOS,DOS,DOS,,cdg-3978,cdg-3978,,,
cmsvo5yg5001604l8c5b39kbn,機動戰士,1,DOS,DOS,DOS,,cdg-3866,cdg-3866,,,
cmtzumanm00030agmgrge7zsc,機動戰士鋼彈 基連的野望 阿克西斯的威脅,1,,PSP,,PSP,VOL.181,索引:機動戰士鋼彈基連的野望阿克西斯的威脅,,,
cmu097p0s000c0agmgj77lsg7,機動戰士鋼彈 戰鬥行動,1,,PS3,,PS3,VOL.379,索引:機動戰士鋼彈戰鬥行動,,,
cmtzumb1u000a0agmi7sya6t6,機動戰士鋼彈00,1,,NDS,,NDS,VOL.181,索引:機動戰士鋼彈00,,,
cmtzt5w4l00au0agmnhuc4yuu,機動戰士鋼彈UC,2,,PS3,,PS3,VOL.363 VOL.366 VOL.369 VOL.378 VOL.379,索引:機動戰士鋼彈uc,,,
cmsvoexm2005p04l8w810voho,機器戰警,4,DOS,DOS,DOS,,cdg-3214,cdg-3214,,,
cmtzumbi3000h0agmbt8mmzt3,機戰傭兵 for Answer,1,,PS3、X360,,PS3、X360,VOL.181,索引:機戰傭兵foranswer,,,
cmtzt51mr00ad0agmsdp32c5g,機戰傭兵V,3,,PS3、X360,,PS3、X360,VOL.326 VOL.329 VOL.334 VOL.338 VOL.346 VOL.369,索引:機戰傭兵v,,,
cmtpk5w5w015m04jvtnxy1t57,機甲之夢,2,DOS,DOS,DOS,,cdg-3217,cdg-3217,,,
cmtpljygw0bsv04jvhn6v0qb9,機甲帝國,1,WIN,WIN,WIN,,cdg-5111,cdg-5111,,,
cmtpkqehj04ax04jvjpwv8mut,機甲獵人,2,DOS,DOS,DOS,,cdg-4126,cdg-4126,,,
cmtpl0fmv06w004jvo082ug11,機甲雄風,1,,DOS,DOS,,cdg-3228,cdg-3228,,靠別名對上,
cmtpkg3am02eb04jvget0tni4,橫掃千軍,4,WIN,WIN,WIN,,cdg-3231,cdg-3231,,,
cmtpn1133000p04l6c9km0agl,櫻花大戰,8,WIN,WIN,WIN,,cdg-3238,cdg-3238,,,
cmu097qg6000y0agmcob0n66v,櫻花戰國Portable,1,,PSP,,PSP,VOL.379,索引:櫻花戰國portable,,,
cmtpky3jz06aa04jv0jqvr6ah,櫻花的季節,2,DOS,DOS,DOS,,cdg-3242,cdg-3242,,,
cmtpkecfl020304jvosxzwhuz,歌劇魅影,1,DOS,DOS,DOS,,cdg-5292,cdg-5292,,,
cmsvna24f009c04l8x4uvxs08,歐洲公路戰,1,DOS,DOS,DOS,,cdg-4000,cdg-4000,,,
cmtpkcbep01ie04jv4hm5ins0,歐洲空戰英雄,2,DOS,DOS,DOS,,cdg-4648,cdg-4648,,,
cmtplgzyx0b9604jvev5xjshy,歐洲空戰風雲,1,WIN,WIN,WIN,,cdg-5122,cdg-5122,,,
cmtpkerd1023s04jvgh3xpyhf,歐陸戰線,1,DOS,DOS,DOS,,cdg-3885,cdg-3885,,,
cmtplj01n0bo904jvtcxafk6k,歡樂中國暗棋,1,WIN,WIN,WIN,,cdg-3792,cdg-3792,,,
cmtpkxdk5062g04jv003regny,歡樂天使,2,DOS,DOS,DOS,,cdg-3797,cdg-3797,,,
cmtpki0ds02wr04jvz4eiuieq,歡樂幸福人,2,DOS,DOS,DOS,,cdg-3798,cdg-3798,,,
cmt1hzrzx000f04ldpeo7p7pr,歡樂滿點,2,DOS,DOS,DOS,,cdg-4594,cdg-4594,,,
cmswpvxcy004l04l6qkdop6vx,歡樂麻將,2,,DOS、WIN,DOS、WIN,,cdg-3807 cdg-3808,cdg-3807 cdg-3808,,靠別名對上、對到多個來源條目,
cmtpkd3uh01od04jvuchox2ku,正宗台灣十六張麻將,2,DOS,DOS,DOS,,cdg-0724,cdg-0724,,,
cmtpnd7mu02je04l623xtuza9,正宗麻將之雍正王朝,1,WIN,WIN,WIN,,cdg-0729,cdg-0729,,,
cmsvud7u9000q04l64hu4ot5e,步步殺機,4,,DOS,DOS,,cdg-4245,cdg-4245,,來源同時給了別筆(1),RICK DANGEROUS
cmtpnyya4070c04l6x7u0joos,武俠群英傳,2,WIN,WIN,WIN,,cdg-5144,cdg-5144,,,
cmtpo1sog07kv04l627t36sfj,武俠群英傳2,1,WIN,WIN,WIN,,cdg-5145,cdg-5145,,,
cmtplgrp50b1q04jvu5qbk6vi,武則天,1,WIN,WIN,WIN,,cdg-0732,cdg-0732,,,
cmswuudth000r04l414yq18mo,武士傳說,5,DOS,DOS,DOS,,cdg-4246,cdg-4246,,,
cmtplfzgg0avy04jvbyemy4so,武士魂之適者生存,1,WIN,WIN,WIN,,cdg-0736,cdg-0736,,,
cmtpkpmsk047n04jvun1jpibq,武姬神傳說,1,DOS,DOS,DOS,,cdg-0737,cdg-0737,,,
cmtpknflq03ie04jv22wb33zk,武將爭霸 2,1,,DOS,DOS,,cdg-0227,cdg-0227,,靠別名對上,
cmtpk43r200sx04jvu9foly3t,武林奇俠傳,1,DOS,DOS,DOS,,cdg-0738,cdg-0738,,,
cmsvoexsj007d04l8dq41apun,武林盟主,2,,WIN,WIN,,cdg-0739,cdg-0739,,靠別名對上,
cmtplvobm0eic04jvhtgqdblu,武林群俠傳,5,WIN,WIN,WIN,,cdg-0740,cdg-0740,,,
cmss8fs6x006704jsjej3peuh,武狀元蘇乞兒,1,WIN,WIN,WIN,,cdg-4325,cdg-4325,,,
cmtpn5x8s014104l6pm4xs32z,武田信玄,1,WIN,WIN,WIN,,cdg-0742,cdg-0742,,,
cmsvuqwr2000604le5i7rqfkm,武道館,2,DOS,DOS,DOS,,cdg-3914,cdg-3914,,,
cmtztlo1y005m04l5tbeu6uqu,歷史大戰 天下第一大混戰,1,,NDS,,NDS,VOL.317,索引:歷史大戰天下第一大混戰,,,
cmtpko65f03nr04jvqyv6bke1,歷險小精靈,1,,DOS,DOS,,cdg-0685,cdg-0685,,靠別名對上,
cmtztlsur008h04l54q4auvcd,死亡復甦2 非公開事件,1,,PS3、X360,,PS3、X360,VOL.335 VOL.343,索引:死亡復甦2非公開事件,,,
cmsyew086002a04l14umhidif,死亡潛航 II,2,,DOS,DOS,,cdg-4195,cdg-4195,,靠別名對上、來源同時給了別筆(1),Silent Service II / 死亡潛航II
cmt1hzs9l002s04ld75z9h3m5,死亡潛航II,1,,DOS,DOS,,cdg-4195,cdg-4195,,靠別名對上、來源同時給了別筆(1),Silent Service II / 死亡潛航 II
cmtpkg39t02e604jvtuc2jpoq,殖民帝國,4,DOS,DOS,DOS,,cdg-4249,cdg-4249,,,
cmtpkhkps02ra04jvxpeihel8,殖民計劃,4,DOS,DOS,DOS,,cdg-1317,cdg-1317,,,
cmtplq3lu0dcp04jvm09xbfhr,殖民計劃2,1,WIN,WIN,WIN,,cdg-1318,cdg-1318,,,
cmtzt4xjt008a0agmprv59i7n,殺戮地帶3,1,,PS3,,PS3,VOL.324 VOL.326 VOL.327 VOL.332,索引:殺戮地帶3,,,
cmtzt685g00h90agmldyyos4z,殺手不再,3,,PS3、X360,,PS3、X360,VOL.420 VOL.421 VOL.429,索引:殺手不再,,,
cmu097sen001u0agm36vibggi,殺手讚歌Portable,1,,PSP,,PSP,VOL.365,索引:殺手讚歌portable,,,
cmsvomi68003504jp9m0zufzn,毀天滅地,4,,DOS,DOS,,cdg-3865 cdg-5194,cdg-3865 cdg-5194,,靠別名對上、對到多個來源條目,
cmtplcvta0a2s04jvzx4wcpvj,毀滅天鏡,1,,DOS,DOS,,cdg-0918,cdg-0918,,靠別名對上,
cmsvpx58s000o04ldnqzmqbgs,毀滅戰士,5,,DOS,DOS,,cdg-1918 cdg-1919,cdg-1918 cdg-1919,,靠別名對上、對到多個來源條目、來源同時給了別筆(1),Obliterator
cmtpl4ddy07zp04jvyu9b55r8,毛利元就－誓いの三矢,2,,WIN,WIN,,cdg-4561,cdg-4561,,靠別名對上、名稱含假名,
cmsx2uneb000d04ldrw5m06zf,氙星異形I,1,,DOS,DOS,,cdg-3812,cdg-3812,,靠別名對上、來源同時給了別筆(1),XENON
cmsvpbm4p000v04jv17c9gvgu,水果盤,1,DOS,DOS,DOS,,cdg-0620,cdg-0620,,,
cmsvuqwox000104lepsmjptw7,水滸傳,21,,DOS、WIN,DOS、WIN,,cdg-3901 cdg-0624,cdg-3901 cdg-0624,,靠別名對上、對到多個來源條目、來源同時給了別筆(1),水滸傳之梁山好漢
cmtpl1ivx072z04jvea0qyli4,水滸傳 梁山英雄,2,DOS,DOS,DOS,,cdg-0623,cdg-0623,,,
cmtpl2ayl07a704jv10tfko6u,水滸傳之梁山好漢,1,,WIN,WIN,,cdg-0624,cdg-0624,,來源同時給了別筆(1),水滸傳
cmsvpx5bx001m04ld7fvxuts0,水管狂想曲,2,,DOS,DOS,,cdg-0627,cdg-0627,,來源同時給了別筆(1),Pipe Dream
cmtpn11a7002804l6ujszxydb,水靈仙子,2,WIN,WIN,WIN,,cdg-0628,cdg-0628,,,
cmtpn4g5500qu04l6moky5wr5,永恆之星,3,WIN,WIN,WIN,,cdg-0629,cdg-0629,,,
cmtpkkteh03bf04jvpvczszq1,永恆之門,1,DOS,DOS,DOS,,cdg-4153,cdg-4153,,,
cmtpk5dyt012d04jvivkpe0cv,永生不滅,2,DOS,DOS,DOS,,cdg-3995,cdg-3995,,,
cmtpletbc0amb04jvdw7nfpj7,永遠的伊蘇,1,WIN,WIN,WIN,,cdg-0630,cdg-0630,,,
cmtzt5ee2001w0agmmf2s6bha,永遠的毀滅公爵,1,,PS3、X360,,PS3、X360,VOL.336,索引:永遠的毀滅公爵,,,
cmtplr6p70dlv04jvy1o8cndx,求婚365日2,2,WIN,WIN,WIN,,cdg-1131,cdg-1131,,,
cmtplfzfl0avs04jv3lcqsga3,江南才子 唐伯虎,2,DOS,DOS,DOS,,cdg-1133,cdg-1133,,,
cmsreh05e003004ie9h4f0681,江湖,3,WIN,WIN,WIN,,cdg-1134,cdg-1134,,,
cmtpk4xfa00zt04jvpwrnv9j2,江湖外傳,1,DOS,DOS,DOS,,cdg-1136,cdg-1136,,,
cmtzt5t2500990agmtumrmb7p,江湖本色3,1,,PS3、X360,,PS3、X360,VOL.361 VOL.380,索引:江湖本色3,,,
cmtzt4m6y002c0agmvnkvqbga,決勝時刻：暗黑行動,2,,PS3、X360,,PS3、X360,VOL.316 VOL.317,索引:決勝時刻暗黑行動,,,
cmtzt5wux00b90agmg18jguhe,決勝時刻：現代戰爭3,2,,PS3、X360,,PS3、X360,VOL.343 VOL.362 VOL.363 VOL.365,索引:決勝時刻現代戰爭3,,,
cmtplokje0d1304jv23v19k85,決戰2051,1,,WIN,WIN,,cdg-4878,cdg-4878,,靠別名對上,
cmsybekla000504jv28mf278k,決戰中國象棋,2,DOS,DOS,DOS,,cdg-1147,cdg-1147,,,
cmtplet680alk04jv3vtqtwzb,決戰中國象棋 2,2,DOS,DOS,DOS,,cdg-1148,cdg-1148,,,
cmsybi8ft001g04l2rjqou8h2,決戰俄羅斯,2,DOS,DOS,DOS,,cdg-1149,cdg-1149,,,
cmtpki0ec02wu04jv32qye5at,決戰保齡球,1,DOS,DOS,DOS,,cdg-5242,cdg-5242,,,
cmtpksrr9050404jvvt5ch6to,決戰地獄火,1,DOS,DOS,DOS,,cdg-5360,cdg-5360,,,
cmtplw6um0enl04jvaoapftqb,決戰王朝 2,1,,WIN,WIN,,cdg-0158,cdg-0158,,靠別名對上、來源同時給了別筆(1),カスタムメイト・2
cmtpk4j4z00v604jvwxkpxdjz,決戰皇陵,1,DOS,DOS,DOS,,cdg-1160,cdg-1160,,,
cmsvn61tt001n04l8kw1afpb3,決戰西洋棋,2,,DOS,DOS,,cdg-1162 cdg-5000,cdg-1162 cdg-5000,,靠別名對上、對到多個來源條目、來源同時給了別筆(1),Battle Chess
cmtpksrkx04y504jvdn3gsi5a,沉默的艦隊,3,DOS,DOS,DOS,,cdg-1171,cdg-1171,,,
cmt9rt6rv002t04js7unyjw5j,沙丘魔堡,1,DOS,DOS,DOS,,cdg-1174,cdg-1174,,,
cmtpk5wa4016x04jvgczu2f4c,沙場風雲,1,DOS,DOS,DOS,,cdg-1179,cdg-1179,,,
cmta8xkzm003404l6au9cqo5o,沙漠之蠱,1,,DOS,DOS,,cdg-4588,cdg-4588,,來源同時給了別筆(1),It Came From the Desert
cmtplrmn00dpw04jvr3tua8a1,沙皇之冠,1,WIN,WIN,WIN,,cdg-1181,cdg-1181,,,
cmsybekm5000904jv61j5eief,油龍戲縫,1,DOS,DOS,DOS,,cdg-1182,cdg-1182,,,
cmtpl0fde06tv04jvrpwib4d0,法老王,3,DOS,DOS,DOS,,cdg-4936,cdg-4936,,,
cmtpl1iof070s04jvabj7dt3d,泡泡龍,1,,DOS、WIN,DOS、WIN,,cdg-3947 cdg-1187,cdg-3947 cdg-1187,,靠別名對上、對到多個來源條目、來源同時給了別筆(1),快樂泡泡龍
cmsx2unfz000p04ldsu7kvqky,波斯王子,9,,DOS,DOS,,cdg-1189,cdg-1189,,來源同時給了別筆(1),波斯王子 (Prince of Persia)
cmsx2xztr00ci04ldfzp1l94g,波斯王子 (Prince of Persia),3,,DOS,DOS,,cdg-1189,cdg-1189,,靠別名對上、來源同時給了別筆(1),波斯王子
cmtpnyia306tl04l6rsenw2o2,波斯王子3,1,,WIN,WIN,,cdg-1194,cdg-1194,,靠別名對上、來源同時給了別筆(1),波斯王子3D
cmtplnxmw0cw204jvw82l9ey4,波斯王子3D,1,,WIN,WIN,,cdg-1194,cdg-1194,,來源同時給了別筆(1),波斯王子3
cmswq0tcv007704l6tfocky0d,泰坦風雲,4,DOS,DOS,DOS,,cdg-4407,cdg-4407,,,
cmsve5jho001z04kzjeo9c41d,洛克人,2,,DOS,DOS,,cdg-4908,cdg-4908,,靠別名對上,
cmtpl4d9207yp04jviptrd7bk,洛克人 X3,1,WIN,WIN,WIN,,cdg-1222,cdg-1222,,,
cmtplcvw50a3r04jvzya7ozmu,洛克人 X4,3,WIN,WIN,WIN,,cdg-1223,cdg-1223,,,
cmtplyx010f9h04jvg6hl1knw,洛克人X5,2,WIN,WIN,WIN,,cdg-1224,cdg-1224,,,
cmsylqobq001t04jiwdbx9k25,洪荒帝國,6,,DOS,DOS,,cdg-2975,cdg-2975,,靠別名對上,
cmtplfe0o0ar404jv88l5nmvr,洪荒時代,1,WIN,WIN,WIN,,cdg-1237,cdg-1237,,,
cmtpljyuu0bw804jvyydd4zj2,流氓大亨,1,WIN,WIN,WIN,,cdg-5119,cdg-5119,,,
cmtpn1wat00a804l66xk7l4vo,流氓大亨2,1,WIN,WIN,WIN,,cdg-5120,cdg-5120,,,
cmtplvocl0ein04jvp4j5w1pw,浣花洗劍錄,3,WIN,WIN,WIN,,cdg-1238,cdg-1238,,,
cmsyqgp0i00d904jnvhmx9yy7,浩劫餘生,4,,DOS,DOS,,cdg-4004,cdg-4004,,來源同時給了別筆(1),Fountain of Dreams
cmtplet6r0aln04jvmxxs62bv,浪漫創世神話,3,WIN,WIN,WIN,,cdg-1239,cdg-1239,,,
cmtplqqx20di104jvx6hvezzz,浮士德,1,WIN,WIN,WIN,,cdg-5400,cdg-5400,,,
cmtpnlw4f04az04l60y5cb69a,海商王,3,WIN,WIN,WIN,,cdg-1240,cdg-1240,,,
cmsvn87d0004i04l8rk7qp04n,海灘排球王,2,DOS,DOS,DOS,,cdg-4016,cdg-4016,,,
cmsvomi9b004504jpsckx170d,海獵鷹戰鬥機,1,DOS,DOS,DOS,,cdg-4685,cdg-4685,,,
cmsvomi7i003k04jpw67p15cu,海王星計劃,2,DOS,DOS,DOS,,cdg-4719,cdg-4719,,,
cmtplq3ks0dcd04jvwht5h2iw,海霸王,1,WIN,WIN,WIN,,cdg-5394,cdg-5394,,,
cmtztlmn0004p04l5xa9psror,涼宮春日的困惑,1,,PS2,,PS2,VOL.181,索引:涼宮春日的困惑,,,
cmsvn87cf004c04l8lp626l2l,淘金熱,2,DOS,DOS,DOS,,cdg-4057,cdg-4057,,,
cmtplfzx00az504jv8ubfnt9m,深入地心,1,WIN,WIN,WIN,,cdg-1252,cdg-1252,,,
cmtzt54r000bz0agmaklt7pun,深淵傳奇,3,,3DS,,3DS,VOL.326 VOL.330 VOL.336 VOL.339,索引:深淵傳奇,,,
cmtztluxb000f0agmbw6wiv5o,深紅帝國 ～Circumstances to serve a noble～,1,,PSP,,PSP,VOL.340,索引:深紅帝國circumstancestoserveanoble,,,
cmu097v59003e0agmxsbx2v13,渾沌思緒 熱戀親親！,1,,X360、PS3,,X360、PS3,VOL.284 VOL.400,索引:渾沌思緒熱戀親親,,,
cmu097v5r003f0agmwkifjsay,渾沌思緒 諾亞,1,,PS3,,PS3,VOL.400,索引:渾沌思緒諾亞,,,
cmsumll6n007904jovnqxf9gk,漢城奧運會,1,,DOS,DOS,,cdg-1266,cdg-1266,,靠別名對上,
cmtpkzn3906mh04jvqmtc5i4w,漢堡戰爭,3,DOS,DOS,DOS,,cdg-1267,cdg-1267,,,
cmtpn4g7h00re04l6y9drwr5u,漢朝與羅馬,1,WIN,WIN,WIN,,cdg-4871,cdg-4871,,,
cmtzunehi00320agm3llc3716,潘朵拉塔 直到妳身邊,2,,WII,,WII,VOL.334 VOL.337 VOL.338 VOL.339 VOL.340,索引:潘朵拉塔直到妳身邊,,,
cmtztlrdr007i04l5swwuzhbc,潛艦駕駛員,1,,3DS,,3DS,VOL.331 VOL.338,索引:潛艦駕駛員,,,
cmsybektu001f04jvycwn7y4z,激戰M星雲,1,,DOS,DOS,,cdg-3951,cdg-3951,,靠別名對上、來源同時給了別筆(1),Star Control
cmswuudoh000104l4cwbxb20v,激流浪子,2,,DOS,DOS,,cdg-4733,cdg-4733,,來源同時給了別筆(1),TOOBIN
cmta1ag94005504jwx89yoobe,激鬥戰士,1,DOS,DOS,DOS,,cdg-1275,cdg-1275,,,
cmtpkytzk06i904jvab947wpw,灌籃金剛,1,DOS,DOS,DOS,,cdg-1276,cdg-1276,,,
