cdg_id,cdg_title,year,cdg_platform,cdg_images,tocr_id,tocr_name,articles,tocr_platforms,status
cdg-1677,光明聖使團,1995,DOS,0,cmtpkkte403bb04jv15hnrxkw,光明聖使團,3,DOS,
cdg-1699,凍頂接龍,1995,DOS,1,,,,,站上沒有
cdg-1786,愛情方程式,1995,DOS,0,,,,,站上沒有
cdg-1805,戀愛白皮書,1995,DOS,0,cmtpkvt7f05og04jvdqq0dhgh,戀愛白皮書,1,DOS,
cdg-1843,神示錄：背叛與毀滅,1995,DOS,1,,,,,站上沒有
cdg-1861,禁忌,1995,DOS、Windows,0,,,,,站上沒有
cdg-1862,禁忌蛇姬,1995,DOS,2,,,,,站上沒有
cdg-1883,軒轅劍外傳：楓之舞,1995,DOS,6,cmtpki0cx02wm04jvdazsmx38,軒轅劍外傳 楓之舞,1,,
cdg-1896,轉校生,1995,DOS,3,cmtpkktbd03ag04jv053d3rzw,轉校生,3,DOS,
cdg-1965,雄霸天下：三國篇,1995,DOS,3,,,,,站上沒有
cdg-1998,麻將情趣屋2,1995,DOS,3,,,,,站上沒有
cdg-2060,終極動員令,1995,DOS,2,cmtpkqeny04d504jv4b6ix4ct,終極動員令,4,DOS,
cdg-2094,絕地：眾神之詛咒,1995,DOS,4,,,,,站上沒有
cdg-2124,緊縛之館,1995,DOS,1,,,,,站上沒有
cdg-2125,緋王傳2,1995,DOS,2,,,,,站上沒有
cdg-2138,象棋俄羅斯,1995,DOS,1,cmtpknffg03h204jvmoeva227,象棋俄羅斯,2,DOS,
cdg-2176,超時空要塞,1995,DOS,0,cmtpki0d902wo04jveu1cx0p6,超時空要塞,4,DOS,
cdg-2178,超未來少女,1995,DOS,0,cmtpkol8p03to04jvehp6wcz2,超未來少女,1,,要判
cdg-2178,超未來少女,1995,DOS,0,cmtpki0l702z004jv3vfai4xr,FORESIGHT DOLLY,1,,要判
cdg-2189,極速賽車,1995,DOS,1,cmtxyrbpm00wd04kw38ftjb9z,極速賽車,2,DOS,
cdg-2212,正宗超級快打旋風2 TURBO,1995,DOS,6,,,,,站上沒有
cdg-2261,黃飛鴻：鐵雞鬥蜈蚣,1995,DOS,1,,,,,站上沒有
cdg-2264,黑之斷章：神探明日香,1995,DOS,1,cmtpky3kj06ag04jvex1khbe4,黑之斷章,1,,
cdg-2271,黑暗天使,1995,DOS,1,cmtpkpmkc045t04jvr0hokiy0,黑暗天使,2,DOS,
cdg-2318,新世紀興亡史,1995,DOS,3,cmtpkqej604bf04jvyv0kvbuc,新世紀興亡史,1,DOS,
cdg-2372,日蝕：沙巴卡瓦之役,1995,DOS,1,,,,,站上沒有
cdg-2378,明日之星,1995,DOS,5,cmtpkhkod02qy04jvnhvjnzyn,明日之星,2,DOS,
cdg-2386,明星志願,1995,DOS,2,cmtpkhko002qu04jvho3ccqle,明星志願,4,DOS,
cdg-2398,星城：綠洲計畫,1995,DOS,2,cmtpkgvem02ja04jvtkzji83u,星城：綠洲計劃,2,,
cdg-2408,星際大亨,1995,Win3.1、WinXP,2,cmtpkolbt03uw04jvkjqunc4j,星際大亨,1,WIN,
cdg-2461,暗棋聖手,1995,DOS,6,cmtpki0d302wn04jvsb44ylf5,暗棋聖手,2,DOS,
cdg-2513,碰龍美戰士,1995,DOS,3,,,,,站上沒有
cdg-2529,聖少女戰隊2,1995,DOS,9,cmtpknfg803h804jv0tfdb09b,聖少女戰隊 2,3,,要判
cdg-2529,聖少女戰隊2,1995,DOS,9,cmtpkktah03a704jv3pnovcr5,聖少女戰隊 II,1,,要判
cdg-2564,逆玉王,1995,DOS,0,cmtpkk61h032e04jv0xlifb4m,逆玉王,2,DOS,
cdg-2566,逆轉時空,1995,DOS,1,,,,,站上沒有
cdg-2731,夢幻天使,1995,DOS,1,cmtpkp9uo03yw04jverdq6wx4,夢幻天使,3,DOS,
cdg-2770,夢見坂,1995,DOS,2,cmtpkv0ae05gc04jvaj4rwine,夢見坡,1,,
cdg-2803,瘋狂醫院2超級醫生,1995,DOS,2,cmtpknfmb03ij04jvp2k97u29,瘋狂醫院 2,1,,
cdg-2816,米蘭斯紀事：聖域傳奇,1995,DOS,0,cmsysv1og001904jogbyp64x1,聖域傳說,8,,
cdg-2821,精靈幻界,1995,DOS,1,cmtpkfr6802at04jv7hpxvd4a,精靈幻界,3,DOS,
cdg-2822,精靈物語,1995,DOS,1,cmtpknfdx03gp04jvj0m3s7ku,精靈物語,2,DOS,
cdg-2862,金庸快打,1995,DOS,5,cmtpkfr5902ap04jv6rkb589b,金庸快打,2,DOS,
cdg-2894,銀河守護團,1995,DOS,1,cmtpkv08c05fx04jv062x114y,銀河守護團,1,DOS,
cdg-2919,銀河飛龍,1995,DOS,1,cmtpkp9ze040b04jv9zbv2bwk,銀河飛龍,4,DOS,
cdg-2930,凱撒大帝2,1995,Windows,1,,,,,站上沒有
cdg-2935,凱蘭迪亞傳奇3：瑪爾寇的復仇,1995,DOS,2,,,,,站上沒有
cdg-3093,格鬥悍將,1995,DOS,1,cmtpkol7v03ti04jv9r4gmc6a,格鬥悍將,2,DOS,
cdg-3108,楚留香傳奇之血海飄香,1995,DOS,1,cmtpknfin03ht04jvk9p65h7s,楚留香傳奇,3,,
cdg-3176,模擬城市2000,1995,DOS,10,cmtpkd3s701no04jv7n6a7ytu,模擬城市2000,1,DOS,
cdg-3224,機甲爭霸戰2,1995,DOS,1,,,,,站上沒有
cdg-3265,炎龍騎士團2：黃金城之謎,1995,DOS,0,cmtpkkt9n039y04jv65q0sde4,炎龍騎士團 2,3,,
cdg-3324,燃燒的野球5,1995,DOS,3,,,,,站上沒有
cdg-3331,爆笑保齡球,1995,DOS,4,cmtpko64z03no04jvftoenglw,爆笑保齡球,2,DOS,
cdg-3338,誕生,1995,DOS,1,cmtpkktb203ad04jvq31yarjc,誕生,4,DOS,
cdg-3378,戰地大亨：金門之旅,1995,DOS,2,,,,,站上沒有
cdg-3392,戰棋,1995,DOS,2,cmtpknfea03gs04jvs43sfv9r,戰棋,2,DOS,
cdg-3502,特勤機甲隊,1995,DOS,10,cmtpkfr5q02ar04jvt7w5my50,特勤機甲隊,2,DOS,
cdg-3503,特勤機甲隊2,1995,DOS,2,cmtpkk623032k04jvywo65cju,特勤機甲隊 2,1,DOS,
cdg-3529,狩魔獵人2：心魔,1995,DOS,1,,,,,站上沒有
cdg-3552,獸鄉守護者,1995,DOS,2,cmtpknffu03h504jv831v8n8r,獸鄉守護者,2,DOS,
cdg-3631,驚爆實感賽車,1995,DOS,0,cmtpksrpm04zm04jvb0n1g6jm,驚爆實感賽車,1,DOS,
cdg-3670,魔域傳說4：波斯戰記,1995,DOS,1,cmtpkhkq302rd04jvickye1es,魔域傳說IV - 波斯戰記,1,,
cdg-3681,魔境大冒險,1995,DOS,0,cmtpknfdl03gm04jvuisea3el,魔境大冒險,1,DOS,
cdg-3711,魔法公主大冒險,1995,DOS,0,cmtpkk62d032n04jv9dqowiy3,魔法公主大冒險,2,DOS,
cdg-3716,魔法師寶典,1995,DOS,1,cmtpkgvdx02j404jvyhn6pzbg,魔法師寶典,2,DOS,
cdg-3737,魔法門之英雄無敵,1995,DOS,7,,,,,站上沒有
cdg-3755,魔界之泉：灰石傳奇,1995,DOS,2,,,,,站上沒有
cdg-3760,魔界聖女傳,1995,DOS,2,cmtpkp9v203yy04jvfw4ffe8x,魔界聖女傳,2,DOS,
cdg-3767,魔石英雄傳2,1995,DOS,3,,,,,站上沒有
cdg-3768,魔石堡,1995,DOS,5,cmtpks04504qu04jvqoinoqwd,魔石堡,4,,要判
cdg-3768,魔石堡,1995,DOS,5,cmtpkr5xt04i304jvkzbztzj9,StoneKeep,1,,要判
cdg-3785,魔鬼推銷員,1995,DOS,2,cmtpkpa2q041b04jv71ghgtjc,魔鬼推銷員,2,,要判
cdg-3785,魔鬼推銷員,1995,DOS,2,cmtpkgvh902jv04jv6tl0ehq7,推銷之王,1,,要判
cdg-3788,魔龍紀事,1995,DOS,1,cmtpki0cr02wl04jv0c4b69s2,魔龍紀事,1,DOS,
cdg-3798,歡樂幸福人,1995,DOS,3,cmtpki0ds02wr04jvz4eiuieq,歡樂幸福人,2,DOS,
cdg-3831,龍騎士3,1995,DOS,6,cmtpkfbvt026t04jvz6mlx5fd,龍騎士3,1,,要判
cdg-3831,龍騎士3,1995,DOS,6,cmu84x5vx00e604ihnxutqqqg,シャイニングフォースIII,1,,要判、名稱含假名
cdg-3842,百戰水管工,1995,DOS,0,,,,,站上沒有
cdg-3855,風雲天下：三國篇,1995,DOS,7,cmtpkgvfj02ji04jvi57rohbp,風雲天下 三國篇,1,DOS,
cdg-3874,禮物,1995,DOS,0,cmtpktg9p054704jvh6c2wn1r,禮物,2,DOS,
cdg-3900,時空特勤組,1995,DOS,3,cmtpko62u03n804jvkizqcdjv,時空特勤組,1,DOS,
cdg-3921,星世紀戰將,1995,DOS,1,cmtpki0e702wt04jvrztm9w4q,星世紀戰將,1,DOS,
cdg-3930,鎮暴特遣隊,1995,DOS,1,,,,,站上沒有
cdg-4043,密集火力,1995,,0,,,,,站上沒有
cdg-4047,戰虎之沙漠行動,1995,DOS,0,,,,,站上沒有
cdg-4065,蕩寇雄師,1995,,2,cmtpkg3c502ek04jvmdeqrhb8,蕩寇雄師,2,,
cdg-4074,銀河列國誌之鐵鎖的星群,1995,DOS,3,cmtpkqek704br04jvmpaxg81o,鐵鎖的星群,3,,
cdg-4126,機甲獵人,1995,DOS,1,cmtpkqehj04ax04jvjpwv8mut,機甲獵人,2,DOS,
cdg-4128,終極機甲戰士,1995,DOS,0,cmtpkv09205g304jvcs8t6eod,終極機甲戰士,1,DOS,
cdg-4129,超級大富翁,1995,DOS,2,cmtpko62d03n504jvicr11ta1,超級大富翁,3,DOS,
cdg-4130,超級灌籃大賽,1995,DOS,3,,,,,站上沒有
cdg-4131,鐵血聯盟,1995,,2,cmtpkqejo04bl04jv8vyxgbci,鐵血聯盟,1,,
cdg-4338,夢幻奇兵,1995,,3,,,,,站上沒有
cdg-4521,洛克人X,1995,DOS,2,,,,,站上沒有
cdg-4545,郎牙棒與劉星鎚之魔島大冒險,1995,DOS,2,,,,,站上沒有
cdg-5095,超能力,1995,DOS,3,,,,,站上沒有
cdg-5106,夢幻西巴拉,1995,Windows,0,cmtplokea0czb04jvlohyycwg,夢幻西巴拉,1,WIN,
cdg-5224,超時空戰機,1995,DOS,1,cmtpks03k04qm04jvbfp2dkmx,超時空戰機,1,,要判
cdg-5224,超時空戰機,1995,DOS,1,cmtpkkt8l039n04jveowh5wyq,BARYON,1,,要判
cdg-5242,決戰保齡球,1995,DOS,1,cmtpki0ec02wu04jv32qye5at,決戰保齡球,1,DOS,
cdg-5244,夢幻占星館,1995,DOS,1,cmtpki0em02wv04jvhuiewurz,夢幻占星館,1,DOS,
cdg-5251,機甲神兵--任務片,1995,DOS,0,,,,,站上沒有
cdg-5253,失落的伊甸園,1995,DOS,0,cmtpko6es03py04jvknvwuuil,失落的伊甸園,5,DOS,
cdg-5256,空戰英雄精典合集,1995,DOS,0,,,,,站上沒有
cdg-5260,宇宙傳奇6,1995,DOS,0,cmtpkqeoe04da04jv6o50ly7s,宇宙傳奇VI,2,,
cdg-5261,Last Dynasty,1995,Windows,0,,,,,站上沒有
cdg-5262,3D Ultra Pinball,1995,DOS,0,,,,,站上沒有
cdg-5264,The Daedalus Encounter,1995,Windows,0,,,,,站上沒有
cdg-5265,警察故事5：霹靂小組,1995,DOS,0,cmtpkrzy204ow04jv0mth2c0g,警察故事 V：霹靂小組,1,,
cdg-5268,第七訪客2：第11小時,1995,DOS,1,,,,,站上沒有
cdg-5283,F-14艦隊防衛者（黃金版）,1995,DOS,0,,,,,站上沒有
cdg-5302,絕地大反攻2：帝國的秘密基地,1995,DOS,5,cmtpksrpc04zj04jvz1z16xi2,絕地大反攻2,1,,
cdg-5310,摩登都會,1995,DOS,3,,,,,站上沒有
cdg-5343,世紀大災難,1995,DOS,3,,,,,站上沒有
cdg-5345,極速風暴,1995,DOS,1,,,,,站上沒有
cdg-5348,百無禁忌MISS阿性,1995,,1,cmtpknfc803gb04jv8u2lakfh,MISS 阿性,2,,
cdg-5349,時鐘大聖,1995,Windows,1,,,,,站上沒有
cdg-5350,爆破俄羅斯,1995,Windows,1,,,,,站上沒有
cdg-5356,超級越野賽車,1995,DOS,0,cmtpk6ho2019r04jvfzyc5783,超級越野賽車,1,DOS,
cdg-5357,九個太陽,1995,DOS,1,cmtpkp9tc03yp04jve8phb0du,九個太陽,2,DOS,
cdg-5360,決戰地獄火,1995,DOS,1,cmtpksrr9050404jvvt5ch6to,決戰地獄火,1,DOS,
cdg-5361,飛狼大戰卡曼契,1995,DOS,1,cmtpkqef404a104jvinccfp5k,飛狼大戰卡曼契,2,DOS,
cdg-5362,瘋狂之翼,1995,DOS、Win9x,1,,,,,站上沒有
cdg-5363,科幻北極星,1995,DOS,1,,,,,站上沒有
cdg-5364,凱迪拉克大戰恐龍族,1995,DOS,1,,,,,站上沒有
cdg-5365,銀河帝國大決戰II,1995,DOS,1,cmtpksrfa04wj04jvx5031e9j,銀河帝國大決戰 II,1,DOS,
cdg-5405,模擬城市2000：世紀光碟大補帖,1995,DOS,3,,,,,站上沒有
cdg-0114,Q女天使學園,1996,DOS,0,cmtpkzn7406nm04jvvu8zdk3c,Q女天使學園,3,DOS,
cdg-0134,YES!HG,1996,DOS,1,cmtpkr6ab04lt04jvm1ltmhvo,Yes! HG,1,DOS,
cdg-0156,七寶奇謀（1996）,1996,Win3.1、Win9x,1,cmtpkwmfb05un04jvolst6xia,七寶奇謀,1,,
cdg-0164,七英雄物語2,1996,DOS,1,cmtpkv0ar05gf04jvvrwrtrjw,七英雄物語2,1,DOS,
cdg-0166,八女神物語2,1996,DOS,1,cmtpkxdiy062704jvumj02bl8,八女神物語2,1,DOS,
cdg-0195,卒業旅行,1996,DOS,2,cmtpl0fiq06v204jv5on4sl34,卒業旅行,1,DOS,
cdg-0201,三姊妹,1996,DOS,1,,,,,站上沒有
cdg-0209,三國志：風雲再起,1996,Windows,0,cmtpkwmlc05wh04jvxgjzz6jv,三國志風雲再起,2,,要判
cdg-0209,三國志：風雲再起,1996,Windows,0,cmsumhmxm002c04jovzwvrc8x,三國志,13,,要判
cdg-0225,三國志孔明傳,1996,Win3.1、Win9x,1,cmtpkwms905yi04jv5hxtafyk,三國志孔明傳,4,WIN,
cdg-0234,三國演義2,1996,DOS,6,cmtpkgvcr02ix04jvph9ocqrv,三國演義2,1,DOS,
cdg-0250,三國英雄傳,1996,DOS,2,cmtpkxdgq061q04jvjp90pcbn,三國英雄傳,3,DOS,
cdg-0257,三國風雲,1996,DOS,3,cmtpkp9tw03ys04jvh2xwf5nl,三國風雲,5,DOS,
cdg-0269,三隻眼變成,1996,DOS,2,,,,,站上沒有
cdg-0281,上帝,1996,DOS,1,cmtpkr60y04j104jvj8tlq5w6,上帝,3,DOS,
cdg-0355,大唐詩錄,1996,Win3.1、WinXP,1,cmtpkwmfl05uq04jvj43e3f3o,大唐詩錄,2,WIN,
cdg-0366,大富翁3,1996,DOS,2,cmtpkrzzy04pf04jv9xpohhgn,大富翁 3,3,DOS,
cdg-0380,大富翁之破壞超人,1996,DOS,0,cmtpkytsj06fz04jv66hbknqa,大富翁之破壞超人,2,DOS,
cdg-0395,超級大戰略：釣魚台風雲,1996,DOS,1,cmsumhmva001q04jofc6h5rj3,大戰略,5,,
cdg-0439,天使任務,1996,DOS,1,cmtpks01j04px04jvve02lq22,天使任務,1,DOS,
cdg-0475,天神傳說,1996,DOS,1,,,,,站上沒有
cdg-0811,富貴列車：亞摩斯紀事,1996,DOS,2,cmtpkr61904j404jvjpxsi153,富貴列車,5,,
cdg-0890,西楚霸王：項羽,1996,DOS,3,cmtpkqejf04bi04jvmr9x7dzi,西楚霸王—項羽,2,,要判
cdg-0890,西楚霸王：項羽,1996,DOS,3,cmtpktg8s053y04jvhkvkadg9,西楚霸王,3,,要判
cdg-0906,古墓奇兵（1996）,1996,DOS,0,cmtpl1itc072704jvqjxc3fjp,古墓奇兵,6,,
cdg-0916,古大陸物語2：雅克王的遠征,1996,DOS,1,cmtpks00u04pp04jvto8asdmw,古大陸物語 2,1,,
cdg-1079,妖塔2189,1996,DOS,1,cmtpktg9f054404jv8o38bk1k,妖塔2189,1,DOS,
cdg-1178,美少女沙場風暴,1996,DOS,2,,,,,站上沒有
cdg-1267,漢堡戰爭,1996,DOS,3,cmtpkzn3906mh04jvqmtc5i4w,漢堡戰爭,3,DOS,
cdg-1276,灌籃金剛,1996,DOS,2,cmtpkytzk06i904jvab947wpw,灌籃金剛,1,DOS,
cdg-1277,亞里斯王物語,1996,DOS,1,cmtpkwmg705uw04jv2nu9oy7n,亞里斯王物語,2,DOS,
cdg-1317,殖民計劃,1996,DOS,3,cmtpkhkps02ra04jvxpeihel8,殖民計劃,4,DOS,
cdg-1327,野店,1996,Win3.1、WinXP,2,cmtpky3jp06a704jvg2zm6n9u,野店,1,WIN,
cdg-1380,非洲探險2,1996,DOS,2,cmtpkytqv06fh04jvsa9x302v,非洲探險2,1,DOS,
cdg-1416,皇帝,1996,DOS,2,cmtpkvt6c05o404jvhq2mt708,皇帝,4,DOS,
cdg-1505,領國大戰略,1996,Windows,0,cmtpl637h08c704jvyckvgjf9,領國大戰略,2,WIN,
cdg-1511,風月寶鑒,1996,DOS,1,cmtpktg7x053p04jvsqm79w5u,風月寶鑒,1,DOS,
cdg-1669,傳說紀元：黑暗之星,1996,DOS,1,,,,,站上沒有
cdg-1702,封神世紀,1996,DOS,1,cmtpkxdlq062s04jvhg3tu2d6,封神世紀,1,DOS,
cdg-1767,悶絕：性技王傳說,1996,DOS,3,,,,,站上沒有
cdg-1784,愛之物語,1996,DOS,1,,,,,站上沒有
cdg-1796,撼天神塔：復活邪魔,1996,DOS,1,cmtpkxdik062404jv8gmnu3dj,復活邪魔,1,,
cdg-1828,神劍傳說2,1996,DOS,2,cmtpkqekx04c004jvywkkm3xp,神劍傳說2,2,DOS,
cdg-1859,神龍快打,1996,DOS,2,cmtpksrlj04yc04jvkb32794t,神龍快打,2,DOS,
cdg-1950,異次元之旅,1996,DOS,0,cmtpkv0cy05gw04jv5q5k852r,異次元之旅,1,DOS,
cdg-1991,麻將大師,1996,DOS,0,cmtpktg6t053c04jvx8zgqrm1,麻將大師,2,DOS,
cdg-2003,麻將爭霸：公園銅像爭奪戰,1996,DOS,1,cmtpl1j9b076504jv5fi07ktn,麻將爭霸,1,,
cdg-2015,麻雀幻想曲3,1996,DOS,1,,,,,站上沒有
cdg-2046,紅色的誘惑,1996,DOS,1,cmtpkol8903tl04jvgwb2ed8p,紅色的誘惑,1,DOS,
cdg-2089,絕代雙驕,1996,DOS,1,cmss8fs8g006z04js42scbrjz,絕代雙驕,4,DOS,
cdg-2111,綜藝大進擊,1996,DOS,3,cmtpkqekg04bu04jv4tuui8q4,綜藝大進擊,1,DOS,
cdg-2171,超時空,1996,DOS,1,,,,,站上沒有
cdg-2172,超時空英雄傳說,1996,DOS,3,cmtpkqegv04ao04jvnp0917py,超時空英雄傳說,4,DOS,
cdg-2173,超時空英雄傳說2：復仇魔神,1996,DOS,2,cmtpl3lsj07nw04jvd89y2v9d,超時空英雄傳說2,4,,
cdg-2262,黎明之砧,1996,DOS,3,cmtpku77705bk04jvurs2f8ub,黎明之砧,5,,要判
cdg-2262,黎明之砧,1996,DOS,3,cmtpkrzyn04p204jvq4s6veh1,Anvil of Dawn,1,,要判
cdg-2304,文明帝國2,1996,Win3.1、WinXP,2,,,,,站上沒有
cdg-2357,新蜀山劍俠,1996,DOS,3,cmtpkpmkk045u04jvov62w5o5,新蜀山劍俠,6,DOS,
cdg-2441,春秋爭霸傳2：問鼎天下,1996,DOS,4,,,,,站上沒有
cdg-2530,聖少女戰隊3,1996,DOS,4,cmtpkwmhc05v804jvt35s718q,聖少女戰隊3,3,DOS,
cdg-2558,迷走都市,1996,DOS,1,cmtpkv0dc05gz04jvywktk9j9,迷走都市,1,DOS,
cdg-2584,運鏢天下之四大鏢局,1996,DOS,2,cmtpkpmjj045q04jvuw6tq9kz,運鏢天下,2,,
cdg-2590,邊緣戰區,1996,DOS,1,cmtpkv09f05g604jvttbu4o7n,邊緣戰區,2,DOS,
cdg-2656,雪貓,1996,DOS,1,cmtpkxdkx062m04jvnd3so6p9,雪貓,1,DOS,
cdg-2676,雷神之鎚,1996,DOS,1,cmtpkv05m05fa04jv8vgj5298,雷神之鎚,3,,要判
cdg-2676,雷神之鎚,1996,DOS,1,cmtpkp9pw03xs04jvonz29tzb,QUAKE,3,,要判
cdg-2709,霹靂嬌娃,1996,DOS,1,cmtplw70e0epf04jveq4h263w,霹靂嬌娃,1,DOS,
cdg-2845,蜥蜴超人,1996,DOS,2,cmtpkznfq06qg04jvuvnvza1h,蜥蜴超人,1,DOS,
cdg-2865,金庸群俠傳,1996,DOS,1,cmtpksri304xd04jvflcodsjx,金庸群俠傳,8,DOS,
cdg-2905,銀河英雄傳說IV EX（微波）,1996,DOS,1,cmtpkqeh304ar04jvui0x7zr9,銀河英雄傳說IV EX,4,,
cdg-2961,創世機神,1996,DOS,2,cmtpkzn3k06mk04jv1s8c3qtl,創世機神,1,DOS,
cdg-2979,創世聖戰,1996,DOS,3,cmtpkr61v04ja04jvcml5pxg2,創世聖戰,1,DOS,
cdg-2984,劉伯溫傳奇,1996,DOS,2,cmtpknfd703gj04jvxcuqiqxc,劉伯溫傳奇,8,DOS,
cdg-2989,劍芒羅曼史,1996,DOS,2,cmtpkqein04b904jvhuf37cmo,劍芒羅曼史,1,DOS,
cdg-3051,排牌樂,1996,DOS,0,,,,,站上沒有
cdg-3195,模擬總統大選,1996,DOS,2,cmtpksrio04xj04jv4kbtogdg,模擬總統大選,1,DOS,
cdg-3228,機甲雄風4,1996,DOS,2,cmtpl0fmv06w004jvo082ug11,機甲雄風,1,,
cdg-3242,櫻花的季節,1996,DOS,1,cmtpky3jz06aa04jv0jqvr6ah,櫻花的季節,2,DOS,
cdg-3270,烈焰鋼狼傳,1996,DOS,3,cmtpko61o03n004jvcfxeebpb,烈焰鋼狼傳,3,DOS,
cdg-3283,無名指的教科書,1996,DOS,0,,,,,站上沒有
cdg-3317,熾天之翼,1996,DOS,1,cmtpkytqk06fe04jvc6nck4yq,熾天之翼,3,DOS,
cdg-3330,爆笑水滸傳,1996,DOS,3,cmtpks00l04pm04jvy8733kb5,爆笑水滸傳,3,DOS,
cdg-3366,學園退魔傳：玲子,1996,DOS,1,,,,,站上沒有
cdg-3435,英雄傳說2：屠龍戰記,1996,DOS,0,,,,,站上沒有
cdg-3434,英雄傳說：龍的傳人,1996,DOS,0,,,,,站上沒有
cdg-3436,英雄傳說3：白髮魔女,1996,DOS,1,,,,,站上沒有
cdg-3448,英雄聖戰,1996,DOS,1,cmtpksrje04xs04jvny26a6z0,英雄聖戰,4,DOS,
cdg-3458,華麗人生2,1996,DOS,2,,,,,站上沒有
cdg-3478,藍色石榴石,1996,DOS,3,cmtpl0fhj06ut04jvegse454h,藍色石榴石,1,DOS,
cdg-3504,特勤機甲隊2加強版,1996,DOS,1,,,,,站上沒有
cdg-3520,狂王3：劍與花束,1996,Windows,0,,,,,站上沒有
cdg-3526,狂龍傳,1996,DOS,2,,,,,站上沒有
cdg-3545,獵殺潛航,1996,DOS,0,cmtpkvtc305px04jviwca4u5g,獵殺潛航,1,DOS,
cdg-3570,瓊斯博士視窗大冒險,1996,Win3.1、Win9x,2,,,,,站上沒有
cdg-3581,麗獸,1996,DOS,0,cmtpksrko04y204jvvtyey3xl,麗獸,1,DOS,
cdg-3593,鋼鐵騎士團,1996,DOS,1,cmtpks01s04q004jvwok6nrvv,鋼鐵騎士團,2,DOS,
cdg-3594,鋼鐵騎士團2,1996,DOS,1,,,,,站上沒有
cdg-3600,鐵甲神兵,1996,DOS,0,cmtpkwmh205v504jvnkrjxvvj,鐵甲神兵,1,DOS,
cdg-3620,馬場大亨,1996,DOS,3,cmtpkqehb04au04jvusq9wop0,馬場大亨,2,DOS,
cdg-3636,高報酬戰將,1996,DOS,2,cmtpkpmjs045r04jvyckkkfq5,高報酬戰將,1,DOS,
cdg-3660,鬼馬小英雄,1996,DOS,2,cmtpks00c04pj04jvod3temyk,鬼馬小英雄,3,DOS,
cdg-3687,魔島大富翁,1996,DOS,1,cmtpkvt5z05o004jveol55o7y,魔島大富翁,4,DOS,
cdg-3686,魔導物語,1996,Windows,1,,,,,站上沒有
cdg-3756,魔界之泉2：動亂的魔都,1996,DOS,1,,,,,站上沒有
cdg-3766,魔眼邪神,1996,DOS,1,,,,,站上沒有
cdg-3797,歡樂天使,1996,DOS,4,cmtpkxdk5062g04jv003regny,歡樂天使,2,DOS,
cdg-3814,龍之傳奇,1996,DOS,1,cmtpkv0cj05gt04jvduinv308,龍之傳奇,2,DOS,
cdg-3832,龍騎士4,1996,DOS,2,cmtpkv0ha05hv04jvz2kvkdi9,龍騎士4,1,DOS,
cdg-3833,龍騰三國,1996,DOS,2,cmtpkvt1605mk04jv2s9v05o1,龍騰三國,2,DOS,
cdg-3837,2001特遣隊,1996,,1,cmtpkzn5v06n804jvo6ui9ndc,2001特遣隊,1,,
cdg-3838,2601帝國聯合艦隊,1996,DOS,1,cmtpl0fpp06wl04jvgsj3lr5e,2601帝國聯合艦隊,1,DOS,
cdg-3841,PSY幽記,1996,DOS,1,cmtpkp9t403yo04jv848bg473,PSY 幽記,5,,
cdg-3854,風雪江山,1996,,0,cmtpl1ja8076g04jvcgkcaj2q,風雪江山,1,,
cdg-3873,雷諾尼都紀事,1996,DOS,1,cmtpo2lz107rp04l6mluptzmm,迷城國度,1,,
cdg-3878,玫瑰騎士,1996,DOS,2,cmtpkytvb06gv04jvlsa49jw7,玫瑰騎士,1,DOS,
cdg-3883,魔棧,1996,,0,cmtpkvt8005om04jvnn56c8jj,魔棧,1,,
cdg-3911,危機特勤組,1996,DOS,1,cmtpl1iz8073x04jvlmcnpuw1,危機特勤組,2,DOS,
cdg-3919,小沙彌,1996,DOS,1,,,,,站上沒有
cdg-3923,熊貓大進擊,1996,DOS,0,cmtpktg8g053v04jvc7xz1148,熊貓大進擊,2,DOS,
cdg-4051,排球原人,1996,DOS,0,cmtpktg79053h04jvcvg6ox8a,排球原人,2,DOS,
cdg-4052,提督之決斷2,1996,,2,cmtpkqem504cg04jvmvdomn5e,提督的決斷II,3,,
cdg-4064,終極任務Z,1996,DOS,2,,,,,站上沒有
cdg-4069,賊佳拍檔,1996,DOS,2,cmtpkqel504c304jvd0v56phf,賊佳拍檔,1,DOS,
cdg-4070,赤日,1996,DOS,2,cmtpkp9sv03yn04jvnjf03iot,赤日,4,DOS,
cdg-4075,阿曼尼斯開國啟示錄：革命,1996,DOS,1,cmtpkqer504e904jvb96im271,AMARANTH KH,1,,
cdg-4127,烽火沙丘,1996,DOS,1,cmtpkr61k04j704jvycuo3oib,烽火沙丘,1,DOS,
cdg-4136,帝國霸業,1996,,0,cmtpkv08p05g004jvpr1vybl8,帝國霸業,2,,
cdg-4137,戰國,1996,DOS,1,cmtpkxdn0063204jv2lzwjbwg,戰國,1,DOS,
cdg-4139,異星突擊,1996,,2,cmtpki0dz02ws04jvalzmkeo2,異星突擊,5,,
cdg-4140,聖戰悍將,1996,,0,cmtpko63y03ng04jv8lhtwn7f,聖戰悍將,1,,
cdg-4142,鐵甲旗艦,1996,DOS,2,cmtpkol8j03tn04jvdmy66g0o,鐵甲旗艦,1,DOS,
cdg-4218,烽火連天,1996,Win9x,0,cmtpl2wvb07ka04jvs69x0zxi,烽火連天,1,WIN,
cdg-4446,雷諾尼都紀事2：賞金獵人,1996,DOS,0,,,,,站上沒有
